Associated_AAD_YPLL_Years ,LocationAbbr,LocationDesc,DataSource,Data_Value_Unit,ConditionType,Category,Cause_of_Death,Direct_AAF,Direct_AAF_Alt,Indirect_AAF_Low,Indirect_AAF_Low_Alt,Indirect_AAF_Medium,Indirect_AAF_Medium_Alt,Indirect_AAF_High,Indirect_AAF_High_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,ConsumptionPattern,Sex,AgeGroup,LocationID,ConditionTypeID,CategoryID,Cause_of_Death_ID,ConsumptionID,SexID,AgeGroupID,DataValueUnitID
2015-2019,FL,Florida,ARDI,Alcohol-Attributable Fractions,Chronic,"Liver, Gallbladder, and Pancreas",Gallbladder disease,,,-0.07,-0.07,-0.02,-0.02,-0.06,-0.06,,,Any Alcohol Use,Male,Overall,12,CHRONIC,CAT4,GALLBL,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,FL,Florida,ARDI,Alcohol-Attributable Fractions,Chronic,"Liver, Gallbladder, and Pancreas",Gastroesophageal hemorrhage,0.47,0.47,,,,,,,,,Any Alcohol Use,Female,Overall,12,CHRONIC,CAT4,GASHEM,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,FL,Florida,ARDI,Alcohol-Attributable Fractions,Chronic,"Liver, Gallbladder, and Pancreas",Gastroesophageal hemorrhage,0.47,0.47,,,,,,,,,Any Alcohol Use,Male,Overall,12,CHRONIC,CAT4,GASHEM,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,FL,Florida,ARDI,Alcohol-Attributable Fractions,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",0.40,0.4,,,,,,,,,Any Alcohol Use,Female,Overall,12,CHRONIC,CAT4,LIVCIR,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,FL,Florida,ARDI,Alcohol-Attributable Fractions,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",0.40,0.4,,,,,,,,,Any Alcohol Use,Male,Overall,12,CHRONIC,CAT4,LIVCIR,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,FL,Florida,ARDI,Alcohol-Attributable Fractions,Chronic,"Liver, Gallbladder, and Pancreas","Pancreatitis, acute",,,0.09,0.09,0.02,0.02,0.03,0.03,,,Any Alcohol Use,Female,Overall,12,CHRONIC,CAT4,ACUPAN,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,FL,Florida,ARDI,Alcohol-Attributable Fractions,Chronic,"Liver, Gallbladder, and Pancreas","Pancreatitis, acute",,,0.11,0.11,0.03,0.03,0.03,0.03,,,Any Alcohol Use,Male,Overall,12,CHRONIC,CAT4,ACUPAN,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,FL,Florida,ARDI,Alcohol-Attributable Fractions,Chronic,"Liver, Gallbladder, and Pancreas","Pancreatitis, chronic",,,0.07,0.07,0.06,0.06,0.18,0.18,,,Any Alcohol Use,Male,Overall,12,CHRONIC,CAT4,CHRPAN,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,FL,Florida,ARDI,Alcohol-Attributable Fractions,Chronic,"Liver, Gallbladder, and Pancreas","Pancreatitis, chronic",,,0.08,0.08,0.04,0.04,0.07,0.07,,,Any Alcohol Use,Female,Overall,12,CHRONIC,CAT4,CHRPAN,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,FL,Florida,ARDI,Alcohol-Attributable Fractions,Chronic,"Liver, Gallbladder, and Pancreas",Portal hypertension,0.68,0.68,,,,,,,#,"Esophageal varices and portal hypertension: Alcohol-attributable fraction calculated by summing all alcoholic liver cirrhosis deaths and 40% of the unspecified liver cirrhosis deaths and chronic hepatitis not elsewhere classified, and then divide that by the sum of total cirrhosis deaths (that is, all alcoholic liver cirrhosis deaths; all unspecified liver cirrhosis deaths; and all chronic hepatitis not elsewhere classified deaths).",Any Alcohol Use,Female,Overall,12,CHRONIC,CAT4,PORHYP,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,FL,Florida,ARDI,Alcohol-Attributable Fractions,Chronic,"Liver, Gallbladder, and Pancreas",Portal hypertension,0.68,0.68,,,,,,,#,"Esophageal varices and portal hypertension: Alcohol-attributable fraction calculated by summing all alcoholic liver cirrhosis deaths and 40% of the unspecified liver cirrhosis deaths and chronic hepatitis not elsewhere classified, and then divide that by the sum of total cirrhosis deaths (that is, all alcoholic liver cirrhosis deaths; all unspecified liver cirrhosis deaths; and all chronic hepatitis not elsewhere classified deaths).",Any Alcohol Use,Male,Overall,12,CHRONIC,CAT4,PORHYP,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,FL,Florida,ARDI,Alcohol-Attributable Fractions,Chronic,Other Chronic Causes,Chronic hepatitis,,,0.05,0.05,0.02,0.02,0.04,0.04,,,Any Alcohol Use,Female,Overall,12,CHRONIC,CAT5,CHRHEP,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,FL,Florida,ARDI,Alcohol-Attributable Fractions,Chronic,Other Chronic Causes,Chronic hepatitis,,,0.05,0.05,0.04,0.04,0.10,0.1,,,Any Alcohol Use,Male,Overall,12,CHRONIC,CAT5,CHRHEP,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,FL,Florida,ARDI,Alcohol-Attributable Fractions,Chronic,Other Chronic Causes,"Infant death, low birth weight",,,0.00,0,0.01,0.01,0.05,0.05,**,"Infant deaths (low birth weight, pre-term birth and small for gestational age): Alcohol consumption prevalence estimates calculated among women aged 18 to 44 years only.",Any Alcohol Use,Female,Overall,12,CHRONIC,CAT5,INFLBW,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,FL,Florida,ARDI,Alcohol-Attributable Fractions,Chronic,Other Chronic Causes,"Infant death, low birth weight",,,0.00,0,0.01,0.01,0.05,0.05,**,"Infant deaths (low birth weight, pre-term birth and small for gestational age): Alcohol consumption prevalence estimates calculated among women aged 18 to 44 years only.",Any Alcohol Use,Male,Overall,12,CHRONIC,CAT5,INFLBW,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,FL,Florida,ARDI,Alcohol-Attributable Fractions,Chronic,Other Chronic Causes,"Infant death, preterm birth",,,0.00,0,0.01,0.01,0.02,0.02,**,"Infant deaths (low birth weight, pre-term birth and small for gestational age): Alcohol consumption prevalence estimates calculated among women aged 18 to 44 years only.",Any Alcohol Use,Female,Overall,12,CHRONIC,CAT5,INFPRE,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,FL,Florida,ARDI,Alcohol-Attributable Fractions,Chronic,Other Chronic Causes,"Infant death, preterm birth",,,0.00,0,0.01,0.01,0.02,0.02,**,"Infant deaths (low birth weight, pre-term birth and small for gestational age): Alcohol consumption prevalence estimates calculated among women aged 18 to 44 years only.",Any Alcohol Use,Male,Overall,12,CHRONIC,CAT5,INFPRE,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,FL,Florida,ARDI,Alcohol-Attributable Fractions,Chronic,Other Chronic Causes,"Infant death, small for gestational age",,,0.00,0,0.01,0.01,0.02,0.02,**,"Infant deaths (low birth weight, pre-term birth and small for gestational age): Alcohol consumption prevalence estimates calculated among women aged 18 to 44 years only.",Any Alcohol Use,Female,Overall,12,CHRONIC,CAT5,INFSGA,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,FL,Florida,ARDI,Alcohol-Attributable Fractions,Chronic,Other Chronic Causes,"Infant death, small for gestational age",,,0.00,0,0.01,0.01,0.02,0.02,**,"Infant deaths (low birth weight, pre-term birth and small for gestational age): Alcohol consumption prevalence estimates calculated among women aged 18 to 44 years only.",Any Alcohol Use,Male,Overall,12,CHRONIC,CAT5,INFSGA,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,FL,Florida,ARDI,Alcohol-Attributable Fractions,Chronic,Other Chronic Causes,Pneumonia,,,0.01,0.01,0.01,0.01,0.02,0.02,,,Any Alcohol Use,Female,Overall,12,CHRONIC,CAT5,PNEUMO,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,FL,Florida,ARDI,Alcohol-Attributable Fractions,Chronic,Other Chronic Causes,Pneumonia,,,0.03,0.03,0.02,0.02,0.05,0.05,,,Any Alcohol Use,Male,Overall,12,CHRONIC,CAT5,PNEUMO,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,FL,Florida,ARDI,Alcohol-Attributable Fractions,Chronic,Other Chronic Causes,"Unprovoked seizures, epilepsy, or seizure disorder",,,0.03,0.03,0.02,0.02,0.05,0.05,,,Any Alcohol Use,Female,Overall,12,CHRONIC,CAT5,SEIZUR,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,FL,Florida,ARDI,Alcohol-Attributable Fractions,Chronic,Other Chronic Causes,"Unprovoked seizures, epilepsy, or seizure disorder",,,0.05,0.05,0.05,0.05,0.15,0.15,,,Any Alcohol Use,Male,Overall,12,CHRONIC,CAT5,SEIZUR,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Acute,Alcohol-Related Poisonings,Alcohol poisoning,1.00,1,,,,,,,,,Any Alcohol Use,Female,Overall,13,ACUTE,CAT6,ALCPOI,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Acute,Alcohol-Related Poisonings,Alcohol poisoning,1.00,1,,,,,,,,,Any Alcohol Use,Male,Overall,13,ACUTE,CAT6,ALCPOI,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),0.29,0.29,,,,,,,,,Any Alcohol Use,Female,Overall,13,ACUTE,CAT6,OTHPOI,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),0.29,0.29,,,,,,,,,Any Alcohol Use,Male,Overall,13,ACUTE,CAT6,OTHPOI,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,0.12,0.12,,,,,,,,,Any Alcohol Use,Female,65+,13,ACUTE,CAT7,MTVTRA,ANYALC,GENF,AgeO,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,0.16,0.16,,,,,,,,,Any Alcohol Use,Female,15-19,13,ACUTE,CAT7,MTVTRA,ANYALC,GENF,AgeE,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,0.16,0.16,,,,,,,,,Any Alcohol Use,Male,0-14,13,ACUTE,CAT7,MTVTRA,ANYALC,GENM,AgeA,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,0.16,0.16,,,,,,,,,Any Alcohol Use,Male,65+,13,ACUTE,CAT7,MTVTRA,ANYALC,GENM,AgeO,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,0.17,0.17,,,,,,,,,Any Alcohol Use,Female,0-14,13,ACUTE,CAT7,MTVTRA,ANYALC,GENF,AgeA,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,0.19,0.19,,,,,,,,,Any Alcohol Use,Male,15-19,13,ACUTE,CAT7,MTVTRA,ANYALC,GENM,AgeE,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,0.24,0.24,,,,,,,,,Any Alcohol Use,Female,55-64,13,ACUTE,CAT7,MTVTRA,ANYALC,GENF,AgeM,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,0.27,0.27,,,,,,,,,Any Alcohol Use,Female,45-54,13,ACUTE,CAT7,MTVTRA,ANYALC,GENF,AgeK,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,0.29,0.29,,,,,,,,,Any Alcohol Use,Female,20-24,13,ACUTE,CAT7,MTVTRA,ANYALC,GENF,AgeF,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,0.31,0.31,,,,,,,,,Any Alcohol Use,Female,35-44,13,ACUTE,CAT7,MTVTRA,ANYALC,GENF,AgeI,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,0.31,0.31,,,,,,,,,Any Alcohol Use,Male,55-64,13,ACUTE,CAT7,MTVTRA,ANYALC,GENM,AgeM,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,0.34,0.34,,,,,,,,,Any Alcohol Use,Female,25-34,13,ACUTE,CAT7,MTVTRA,ANYALC,GENF,AgeG,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,0.36,0.36,,,,,,,,,Any Alcohol Use,Male,45-54,13,ACUTE,CAT7,MTVTRA,ANYALC,GENM,AgeK,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,0.37,0.37,,,,,,,,,Any Alcohol Use,Male,35-44,13,ACUTE,CAT7,MTVTRA,ANYALC,GENM,AgeI,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,0.38,0.38,,,,,,,,,Any Alcohol Use,Male,20-24,13,ACUTE,CAT7,MTVTRA,ANYALC,GENM,AgeF,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,0.41,0.41,,,,,,,,,Any Alcohol Use,Male,25-34,13,ACUTE,CAT7,MTVTRA,ANYALC,GENM,AgeG,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Air-space transport,0.18,0.18,,,,,,,,,Any Alcohol Use,Female,Overall,13,ACUTE,CAT9,AIRTRA,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Air-space transport,0.18,0.18,,,,,,,,,Any Alcohol Use,Male,Overall,13,ACUTE,CAT9,AIRTRA,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Aspiration,0.18,0.18,,,,,,,,,Any Alcohol Use,Female,Overall,13,ACUTE,CAT9,ASPIRA,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Aspiration,0.18,0.18,,,,,,,,,Any Alcohol Use,Male,Overall,13,ACUTE,CAT9,ASPIRA,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Child maltreatment,0.16,0.16,,,,,,,,,Any Alcohol Use,Female,Overall,13,ACUTE,CAT9,CHLMAL,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Child maltreatment,0.16,0.16,,,,,,,,,Any Alcohol Use,Male,Overall,13,ACUTE,CAT9,CHLMAL,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Drowning,0.34,0.34,,,,,,,,,Any Alcohol Use,Female,Overall,13,ACUTE,CAT9,DROWNI,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Drowning,0.34,0.34,,,,,,,,,Any Alcohol Use,Male,Overall,13,ACUTE,CAT9,DROWNI,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Fall injuries,0.32,0.32,,,,,,,,,Any Alcohol Use,Female,Overall,13,ACUTE,CAT9,FALLIN,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Fall injuries,0.32,0.32,,,,,,,,,Any Alcohol Use,Male,Overall,13,ACUTE,CAT9,FALLIN,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Fire injuries,0.42,0.42,,,,,,,,,Any Alcohol Use,Female,Overall,13,ACUTE,CAT9,FIREIN,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Fire injuries,0.42,0.42,,,,,,,,,Any Alcohol Use,Male,Overall,13,ACUTE,CAT9,FIREIN,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Firearm injuries,0.18,0.18,,,,,,,,,Any Alcohol Use,Female,Overall,13,ACUTE,CAT9,FIREAR,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Firearm injuries,0.18,0.18,,,,,,,,,Any Alcohol Use,Male,Overall,13,ACUTE,CAT9,FIREAR,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Homicide,0.47,0.47,,,,,,,,,Any Alcohol Use,Female,Overall,13,ACUTE,CAT9,HOMICI,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Homicide,0.47,0.47,,,,,,,,,Any Alcohol Use,Male,Overall,13,ACUTE,CAT9,HOMICI,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Hypothermia,0.41,0.41,,,,,,,,,Any Alcohol Use,Female,Overall,13,ACUTE,CAT9,HYPOTH,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Hypothermia,0.41,0.41,,,,,,,,,Any Alcohol Use,Male,Overall,13,ACUTE,CAT9,HYPOTH,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Motor vehicle nontraffic crashes,0.18,0.18,,,,,,,,,Any Alcohol Use,Female,Overall,13,ACUTE,CAT9,MTVNTR,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Motor vehicle nontraffic crashes,0.18,0.18,,,,,,,,,Any Alcohol Use,Male,Overall,13,ACUTE,CAT9,MTVNTR,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Occupational and machine injuries,0.18,0.18,,,,,,,,,Any Alcohol Use,Female,Overall,13,ACUTE,CAT9,MACHOB,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Occupational and machine injuries,0.18,0.18,,,,,,,,,Any Alcohol Use,Male,Overall,13,ACUTE,CAT9,MACHOB,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Other road vehicle crashes,0.18,0.18,,,,,,,,,Any Alcohol Use,Female,Overall,13,ACUTE,CAT9,ORVACC,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Other road vehicle crashes,0.18,0.18,,,,,,,,,Any Alcohol Use,Male,Overall,13,ACUTE,CAT9,ORVACC,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Water transport,0.18,0.18,,,,,,,,,Any Alcohol Use,Female,Overall,13,ACUTE,CAT9,WATTRA,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Acute,Other Acute Causes,Water transport,0.18,0.18,,,,,,,,,Any Alcohol Use,Male,Overall,13,ACUTE,CAT9,WATTRA,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Acute,Suicide,Suicide,0.24,0.24,,,,,,,,,Any Alcohol Use,Female,Overall,13,ACUTE,CAT8,SUICID,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Acute,Suicide,Suicide,0.24,0.24,,,,,,,,,Any Alcohol Use,Male,Overall,13,ACUTE,CAT8,SUICID,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Acute,Suicide,Suicide by and exposure to alcohol,1.00,1,,,,,,,,,Any Alcohol Use,Female,Overall,13,ACUTE,CAT8,ALCSUC,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Acute,Suicide,Suicide by and exposure to alcohol,1.00,1,,,,,,,,,Any Alcohol Use,Male,Overall,13,ACUTE,CAT8,ALCSUC,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Alcohol abuse,1.00,1,,,,,,,,,Any Alcohol Use,Female,Overall,13,CHRONIC,CAT1,ALCABU,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Alcohol abuse,1.00,1,,,,,,,,,Any Alcohol Use,Male,Overall,13,CHRONIC,CAT1,ALCABU,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Alcohol cardiomyopathy,1.00,1,,,,,,,,,Any Alcohol Use,Female,Overall,13,CHRONIC,CAT1,ALCCAR,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Alcohol cardiomyopathy,1.00,1,,,,,,,,,Any Alcohol Use,Male,Overall,13,CHRONIC,CAT1,ALCCAR,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,1.00,1,,,,,,,,,Any Alcohol Use,Female,Overall,13,CHRONIC,CAT1,ALCDSY,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,1.00,1,,,,,,,,,Any Alcohol Use,Male,Overall,13,CHRONIC,CAT1,ALCDSY,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Alcohol polyneuropathy,1.00,1,,,,,,,,,Any Alcohol Use,Female,Overall,13,CHRONIC,CAT1,ALCPOL,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Alcohol polyneuropathy,1.00,1,,,,,,,,,Any Alcohol Use,Male,Overall,13,CHRONIC,CAT1,ALCPOL,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Alcohol-induced acute pancreatitis,1.00,1,,,,,,,,,Any Alcohol Use,Female,Overall,13,CHRONIC,CAT1,ALCACP,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Alcohol-induced acute pancreatitis,1.00,1,,,,,,,,,Any Alcohol Use,Male,Overall,13,CHRONIC,CAT1,ALCACP,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Alcohol-induced chronic pancreatitis,1.00,1,,,,,,,,,Any Alcohol Use,Female,Overall,13,CHRONIC,CAT1,ALCCRP,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Alcohol-induced chronic pancreatitis,1.00,1,,,,,,,,,Any Alcohol Use,Male,Overall,13,CHRONIC,CAT1,ALCCRP,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Alcoholic gastritis,1.00,1,,,,,,,,,Any Alcohol Use,Female,Overall,13,CHRONIC,CAT1,ALCGAS,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Alcoholic gastritis,1.00,1,,,,,,,,,Any Alcohol Use,Male,Overall,13,CHRONIC,CAT1,ALCGAS,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,1.00,1,,,,,,,,,Any Alcohol Use,Female,Overall,13,CHRONIC,CAT1,ALCLID,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,1.00,1,,,,,,,,,Any Alcohol Use,Male,Overall,13,CHRONIC,CAT1,ALCLID,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Alcoholic myopathy,1.00,1,,,,,,,,,Any Alcohol Use,Female,Overall,13,CHRONIC,CAT1,ALCMYO,ANYALC,GENF,Age0,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Alcoholic myopathy,1.00,1,,,,,,,,,Any Alcohol Use,Male,Overall,13,CHRONIC,CAT1,ALCMYO,ANYALC,GENM,Age0,5YEARSAVG
2015-2019,GA,Georgia,ARDI,Alcohol-Attributable Fractions,Chronic,100% Alcohol-Attributable,Alcoholic psychosis,1.00,1,,,,,,,,,Any Alcohol Use,Female,Overall,13,CHRONIC,CAT1,ALCPSY,ANYALC,GENF,Age0,5YEARSAVG
